,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,61.0,38.0,6.0,38.0,0.0,38.0,57.0,38.0,19.0,22.0,0.0,96.0,249.0,395.0,51.0,344.0,21.0,23.0,29.0,5.0,20.0,401.0,0.0,68.0,2.0,13.0,0.0,0.0,684.0
26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,77.0,20.0,3.0,31.0,0.0,31.0,68.0,51.0,17.0,37.0,0.0,60.0,253.0,370.0,50.0,320.0,7.0,28.0,21.0,7.0,10.0,427.0,0.0,43.0,0.0,14.0,0.0,0.0,585.0
27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,67.0,45.0,1.0,42.0,0.0,42.0,65.0,41.0,24.0,30.0,2.0,45.0,215.0,388.0,75.0,313.0,65.0,26.0,34.0,1.0,19.0,429.0,0.0,61.0,0.0,4.0,0.0,0.0,717.0
28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,81.0,37.0,5.0,35.0,0.0,35.0,58.0,39.0,19.0,23.0,0.0,77.0,263.0,531.0,119.0,412.0,23.0,36.0,28.0,4.0,13.0,383.0,0.0,67.0,0.0,9.0,0.0,69.0,562.0
29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,60.0,33.0,3.0,37.0,0.0,37.0,75.0,51.0,24.0,28.0,0.0,74.0,257.0,451.0,74.0,377.0,6.0,61.0,38.0,9.0,20.0,415.0,1.0,63.0,2.0,14.0,0.0,82.0,565.0
30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,68.0,29.0,2.0,48.0,0.0,48.0,68.0,44.0,24.0,16.0,0.0,75.0,240.0,513.0,116.0,397.0,16.0,41.0,33.0,10.0,22.0,375.0,0.0,72.0,1.0,20.0,0.0,82.0,555.0
31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,72.0,37.0,2.0,42.0,0.0,42.0,79.0,47.0,32.0,14.0,0.0,79.0,245.0,445.0,60.0,385.0,18.0,43.0,28.0,1.0,10.0,479.0,0.0,72.0,1.0,13.0,0.0,104.0,590.0
32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,59.0,33.0,5.0,59.0,0.0,59.0,62.0,28.0,34.0,20.0,0.0,55.0,201.0,381.0,109.0,272.0,52.0,38.0,29.0,8.0,28.0,526.0,0.0,58.0,6.0,13.0,0.0,110.0,619.0
33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,75.0,34.0,3.0,47.0,0.0,47.0,67.0,46.0,21.0,15.0,0.0,69.0,211.0,445.0,139.0,306.0,31.0,59.0,91.0,0.0,28.0,439.0,0.0,84.0,1.0,12.0,0.0,106.0,622.0
34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,65.0,29.0,2.0,42.0,0.0,42.0,93.0,60.0,33.0,13.0,0.0,64.0,183.0,414.0,152.0,262.0,49.0,54.0,74.0,2.0,34.0,379.0,0.0,51.0,0.0,18.0,0.0,98.0,622.0
35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,73.0,29.0,1.0,46.0,0.0,46.0,82.0,58.0,24.0,20.0,0.0,65.0,215.0,402.0,95.0,307.0,28.0,55.0,85.0,1.0,33.0,438.0,1.0,67.0,2.0,26.0,0.0,94.0,657.0
36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,1356.0,481.0,40.0,817.0,0.0,817.0,1480.0,1070.0,410.0,532.0,14.0,687.0,2423.0,5367.0,350.0,5017.0,2953.0,374.0,575.0,46.0,441.0,5805.0,59.0,850.0,4.0,1248.0,0.0,2010.0,9315.0
37,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,1253.0,479.0,55.0,970.0,0.0,970.0,1595.0,1276.0,319.0,473.0,18.0,607.0,2504.0,5555.0,496.0,5059.0,3014.0,558.0,719.0,57.0,438.0,4764.0,70.0,984.0,7.0,1694.0,0.0,1957.0,8575.0
38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,1191.0,485.0,48.0,1095.0,0.0,1095.0,1628.0,1351.0,277.0,471.0,26.0,523.0,2606.0,5525.0,406.0,5119.0,3340.0,611.0,894.0,58.0,677.0,4952.0,60.0,878.0,6.0,1808.0,0.0,2086.0,9227.0
39,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,1214.0,410.0,63.0,1171.0,0.0,1171.0,1906.0,1552.0,354.0,360.0,31.0,505.0,2544.0,5866.0,685.0,5181.0,3615.0,586.0,865.0,57.0,379.0,5911.0,74.0,883.0,11.0,1945.0,0.0,2239.0,10040.0
40,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,1194.0,503.0,117.0,1238.0,0.0,1238.0,1751.0,1456.0,295.0,334.0,22.0,451.0,2255.0,6369.0,955.0,5414.0,2760.0,487.0,873.0,103.0,423.0,5906.0,99.0,899.0,19.0,2206.0,3.0,2695.0,11299.0
41,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,1207.0,414.0,32.0,1244.0,0.0,1244.0,1825.0,1544.0,281.0,319.0,12.0,544.0,2911.0,7820.0,1362.0,6458.0,2684.0,461.0,905.0,98.0,488.0,5290.0,105.0,1290.0,10.0,2548.0,0.0,3022.0,10444.0
42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,1374.0,451.0,109.0,1437.0,0.0,1437.0,1971.0,1471.0,500.0,299.0,12.0,496.0,2603.0,7754.0,1982.0,5772.0,2601.0,653.0,895.0,115.0,380.0,5175.0,100.0,789.0,10.0,3000.0,0.0,2875.0,12183.0
43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,1426.0,417.0,71.0,1438.0,0.0,1438.0,2239.0,1789.0,450.0,312.0,74.0,568.0,3147.0,8012.0,2101.0,5911.0,2600.0,680.0,996.0,91.0,443.0,6107.0,103.0,1272.0,2.0,3478.0,0.0,2259.0,17598.0
44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,1323.0,417.0,35.0,1631.0,0.0,1631.0,2718.0,2092.0,626.0,251.0,21.0,680.0,3149.0,7644.0,1713.0,5931.0,1808.0,802.0,1098.0,84.0,476.0,6547.0,170.0,1342.0,10.0,4398.0,1.0,2735.0,17973.0
45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,1223.0,431.0,46.0,1721.0,5.0,1716.0,3250.0,2767.0,483.0,248.0,12.0,662.0,3458.0,7860.0,2124.0,5736.0,2183.0,992.0,1371.0,68.0,437.0,5744.0,175.0,1400.0,20.0,5410.0,0.0,2847.0,22110.0
46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,1303.0,504.0,48.0,1700.0,0.0,1700.0,3764.0,3192.0,572.0,305.0,4.0,837.0,3327.0,8309.0,585.0,7724.0,2328.0,920.0,1495.0,60.0,506.0,6306.0,121.0,1193.0,8.0,5246.0,2.0,2915.0,25513.0
47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,1368.0,670.0,54.0,1716.0,0.0,1716.0,3812.0,3360.0,452.0,266.0,7.0,907.0,3825.0,9394.0,2720.0,6674.0,5077.0,1278.0,1705.0,61.0,2830.0,6676.0,140.0,1840.0,5.0,6407.0,2.0,2565.0,27077.0
48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,3643.0,3419.0,250.0,888.0,0.0,888.0,2159.0,518.0,1641.0,1291.0,147.0,2203.0,3233.0,9701.0,1050.0,8651.0,8606.0,946.0,1659.0,85.0,502.0,7544.0,859.0,562.0,21.0,1558.0,83.0,2406.0,36667.0
49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,3712.0,3526.0,396.0,1040.0,0.0,1040.0,2361.0,744.0,1617.0,1289.0,141.0,2288.0,3188.0,10145.0,1131.0,9014.0,8675.0,1215.0,1811.0,72.0,600.0,8770.0,927.0,621.0,6.0,1577.0,38.0,2497.0,39145.0
