,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
50,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,3771.0,3540.0,298.0,985.0,0.0,985.0,2427.0,674.0,1753.0,1221.0,120.0,2463.0,2986.0,10124.0,1357.0,8767.0,8029.0,1105.0,1947.0,92.0,669.0,8884.0,909.0,688.0,11.0,1880.0,37.0,2574.0,37503.0
51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,3948.0,2995.0,280.0,1390.0,1.0,1389.0,3413.0,997.0,2416.0,1319.0,145.0,2986.0,3175.0,11113.0,2083.0,9030.0,9793.0,1701.0,2764.0,57.0,707.0,11231.0,1029.0,704.0,13.0,2679.0,35.0,2405.0,44178.0
52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,3471.0,3307.0,259.0,1147.0,0.0,1147.0,2693.0,929.0,1764.0,1212.0,165.0,2374.0,3117.0,10812.0,2134.0,8678.0,7671.0,1181.0,1829.0,50.0,760.0,11939.0,1014.0,451.0,13.0,1574.0,74.0,2680.0,40057.0
53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,3249.0,3303.0,326.0,1232.0,0.0,1232.0,2619.0,1084.0,1535.0,1001.0,140.0,2169.0,3531.0,11752.0,2023.0,9729.0,8259.0,1054.0,2171.0,97.0,785.0,12674.0,1188.0,530.0,53.0,1689.0,42.0,2860.0,39941.0
54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,3034.0,3113.0,257.0,1555.0,0.0,1555.0,2530.0,1260.0,1270.0,686.0,78.0,1787.0,3259.0,11795.0,2392.0,9403.0,7962.0,1326.0,2358.0,79.0,865.0,16288.0,1172.0,853.0,12.0,1635.0,56.0,3789.0,44931.0
55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,3139.0,2954.0,386.0,1302.0,0.0,1302.0,3047.0,1789.0,1258.0,686.0,60.0,1592.0,3414.0,13206.0,2675.0,10531.0,8099.0,1352.0,2741.0,69.0,772.0,16644.0,1210.0,999.0,21.0,1992.0,22.0,4592.0,54370.0
56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,3152.0,3068.0,243.0,929.0,0.0,929.0,3222.0,1986.0,1236.0,654.0,64.0,1619.0,3566.0,15221.0,3674.0,11547.0,8554.0,1186.0,2676.0,69.0,685.0,14746.0,1295.0,726.0,12.0,2532.0,31.0,4516.0,54165.0
57,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,3362.0,2915.0,344.0,795.0,0.0,795.0,3674.0,2569.0,1105.0,644.0,46.0,1538.0,3437.0,15544.0,4257.0,11287.0,8809.0,1071.0,3025.0,52.0,660.0,15328.0,1257.0,534.0,16.0,2271.0,8.0,5615.0,56508.0
58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,3198.0,3327.0,348.0,934.0,1.0,933.0,4268.0,3050.0,1218.0,556.0,105.0,1381.0,3629.0,16292.0,5041.0,11251.0,9768.0,1741.0,3776.0,64.0,705.0,19391.0,1413.0,790.0,11.0,2607.0,10.0,5877.0,55705.0
59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,3566.0,5452.0,285.0,927.0,0.0,927.0,4807.0,3789.0,1018.0,540.0,54.0,1266.0,3758.0,17667.0,6404.0,11263.0,10871.0,1650.0,3933.0,40.0,799.0,45827.0,1275.0,118.0,37.0,3686.0,4.0,4631.0,35421.0
60,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,15.0,10.0,6.0,18.0,0.0,18.0,56.0,50.0,6.0,5.0,0.0,22.0,364.0,1529.0,494.0,1035.0,91.0,26.0,155.0,2.0,5.0,95.0,3.0,24.0,15.0,36.0,0.0,6.0,914.0
61,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,31.0,35.0,7.0,18.0,0.0,18.0,54.0,47.0,7.0,1.0,1.0,26.0,336.0,1647.0,617.0,1030.0,78.0,35.0,181.0,5.0,5.0,107.0,1.0,36.0,28.0,56.0,0.0,7.0,1111.0
62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,21.0,15.0,2.0,18.0,0.0,18.0,32.0,28.0,4.0,3.0,1.0,12.0,204.0,1238.0,552.0,686.0,46.0,32.0,209.0,2.0,4.0,71.0,1.0,11.0,4.0,93.0,0.0,8.0,779.0
63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,22.0,19.0,10.0,19.0,0.0,19.0,54.0,43.0,11.0,0.0,2.0,6.0,186.0,1459.0,653.0,806.0,43.0,23.0,135.0,4.0,0.0,65.0,6.0,20.0,18.0,73.0,0.0,5.0,720.0
64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,18.0,15.0,4.0,33.0,0.0,33.0,54.0,45.0,9.0,0.0,2.0,12.0,223.0,1373.0,579.0,794.0,43.0,41.0,161.0,0.0,1.0,57.0,3.0,31.0,9.0,75.0,0.0,9.0,969.0
65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,12.0,21.0,8.0,19.0,0.0,19.0,65.0,57.0,8.0,1.0,3.0,34.0,189.0,1234.0,529.0,705.0,44.0,59.0,232.0,3.0,5.0,55.0,10.0,20.0,13.0,102.0,0.0,14.0,983.0
66,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,19.0,26.0,8.0,22.0,0.0,22.0,52.0,46.0,6.0,2.0,0.0,37.0,191.0,1740.0,853.0,887.0,79.0,38.0,170.0,2.0,9.0,78.0,1.0,32.0,11.0,112.0,0.0,15.0,999.0
67,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,17.0,28.0,6.0,20.0,0.0,20.0,50.0,42.0,8.0,1.0,4.0,23.0,257.0,1991.0,1094.0,897.0,85.0,37.0,213.0,0.0,2.0,73.0,3.0,19.0,2.0,49.0,0.0,11.0,1040.0
68,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,22.0,18.0,8.0,29.0,0.0,29.0,40.0,36.0,4.0,4.0,3.0,27.0,241.0,1731.0,1117.0,614.0,66.0,38.0,193.0,4.0,4.0,63.0,2.0,26.0,2.0,51.0,0.0,7.0,976.0
69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,21.0,30.0,9.0,31.0,0.0,31.0,38.0,28.0,10.0,5.0,6.0,67.0,236.0,1481.0,898.0,583.0,65.0,23.0,163.0,3.0,9.0,65.0,5.0,29.0,4.0,41.0,0.0,6.0,1036.0
70,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,24.0,40.0,6.0,27.0,0.0,27.0,58.0,46.0,12.0,6.0,2.0,68.0,285.0,1502.0,915.0,587.0,66.0,25.0,255.0,0.0,9.0,45.0,2.0,21.0,12.0,46.0,0.0,7.0,1036.0
71,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,21.0,44.0,5.0,27.0,0.0,27.0,87.0,66.0,21.0,3.0,9.0,63.0,235.0,1549.0,894.0,655.0,49.0,34.0,234.0,2.0,9.0,42.0,5.0,45.0,25.0,73.0,0.0,3.0,1042.0
72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,880.0,529.0,45.0,959.0,0.0,959.0,207.0,171.0,36.0,87.0,19.0,338.0,4144.0,4812.0,920.0,3892.0,871.0,154.0,402.0,8.0,215.0,5477.0,70.0,1763.0,161.0,840.0,0.0,689.0,15790.0
73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,844.0,453.0,24.0,992.0,0.0,992.0,178.0,154.0,24.0,144.0,6.0,326.0,3731.0,4302.0,889.0,3413.0,817.0,96.0,393.0,18.0,235.0,4484.0,85.0,1483.0,147.0,653.0,0.0,963.0,17576.0
74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,776.0,513.0,51.0,898.0,0.0,898.0,177.0,149.0,28.0,140.0,14.0,331.0,3621.0,4170.0,922.0,3248.0,703.0,76.0,412.0,24.0,151.0,3653.0,79.0,1481.0,105.0,601.0,0.0,1158.0,19315.0
75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,927.0,619.0,25.0,969.0,0.0,969.0,214.0,174.0,40.0,106.0,8.0,363.0,3720.0,5014.0,1316.0,3698.0,790.0,101.0,424.0,42.0,242.0,3899.0,71.0,1661.0,131.0,741.0,0.0,1717.0,20143.0
76,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,1013.0,660.0,41.0,990.0,0.0,990.0,246.0,184.0,62.0,204.0,25.0,401.0,3621.0,5600.0,1619.0,3981.0,893.0,110.0,431.0,73.0,214.0,3734.0,100.0,1450.0,132.0,732.0,0.0,2004.0,20959.0
77,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,1098.0,825.0,15.0,995.0,0.0,995.0,239.0,178.0,61.0,160.0,24.0,439.0,3507.0,5262.0,1623.0,3639.0,905.0,137.0,507.0,33.0,262.0,6722.0,103.0,1598.0,143.0,717.0,1.0,2239.0,19246.0
78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,1097.0,747.0,26.0,982.0,0.0,982.0,244.0,181.0,63.0,115.0,13.0,427.0,3632.0,5381.0,1814.0,3567.0,881.0,150.0,467.0,64.0,253.0,6801.0,100.0,1549.0,111.0,824.0,0.0,2476.0,19505.0
79,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,1169.0,736.0,18.0,978.0,0.0,978.0,273.0,216.0,57.0,124.0,17.0,500.0,4112.0,6079.0,2122.0,3957.0,1144.0,169.0,562.0,71.0,302.0,8565.0,106.0,1621.0,125.0,897.0,0.0,2800.0,21074.0
80,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,1083.0,732.0,19.0,976.0,0.0,976.0,286.0,229.0,57.0,134.0,16.0,554.0,3975.0,5792.0,2181.0,3611.0,957.0,166.0,682.0,68.0,335.0,9543.0,128.0,1598.0,152.0,893.0,0.0,2735.0,20546.0
81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,1065.0,756.0,30.0,1012.0,0.0,1012.0,359.0,279.0,80.0,122.0,15.0,552.0,3711.0,5805.0,2139.0,3666.0,1092.0,196.0,813.0,59.0,319.0,10188.0,115.0,1706.0,182.0,861.0,2.0,2907.0,23091.0
82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,1110.0,747.0,28.0,1053.0,0.0,1053.0,472.0,365.0,107.0,68.0,7.0,470.0,3548.0,5315.0,2292.0,3023.0,934.0,180.0,980.0,65.0,289.0,11105.0,104.0,1654.0,174.0,834.0,2.0,2856.0,25223.0
83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,998.0,593.0,26.0,1034.0,0.0,1034.0,450.0,350.0,100.0,64.0,4.0,412.0,3334.0,5341.0,2358.0,2983.0,910.0,170.0,925.0,53.0,330.0,10855.0,81.0,1601.0,162.0,980.0,0.0,2888.0,23387.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,3.0,2.0,0.0,6.0,0.0,6.0,4.0,2.0,2.0,0.0,0.0,2.0,34.0,45.0,15.0,30.0,4.0,13.0,12.0,1.0,1.0,29.0,0.0,7.0,0.0,4.0,0.0,0.0,183.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,11.0,2.0,0.0,4.0,0.0,4.0,9.0,5.0,4.0,3.0,0.0,1.0,38.0,75.0,38.0,37.0,5.0,12.0,10.0,0.0,2.0,29.0,0.0,3.0,0.0,3.0,0.0,0.0,142.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,11.0,5.0,0.0,1.0,0.0,1.0,7.0,4.0,3.0,4.0,0.0,6.0,41.0,61.0,15.0,46.0,17.0,8.0,13.0,2.0,4.0,22.0,0.0,4.0,0.0,2.0,0.0,1.0,129.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,11.0,4.0,0.0,7.0,0.0,7.0,12.0,7.0,5.0,3.0,0.0,2.0,20.0,53.0,20.0,33.0,17.0,12.0,22.0,0.0,2.0,35.0,0.0,5.0,0.0,3.0,0.0,8.0,193.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,7.0,5.0,0.0,5.0,0.0,5.0,13.0,9.0,4.0,3.0,0.0,2.0,25.0,74.0,17.0,57.0,18.0,12.0,10.0,4.0,1.0,33.0,0.0,5.0,0.0,5.0,0.0,17.0,195.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,9.0,0.0,1.0,6.0,0.0,6.0,18.0,14.0,4.0,5.0,0.0,5.0,41.0,61.0,13.0,48.0,8.0,30.0,10.0,1.0,5.0,35.0,1.0,5.0,1.0,5.0,0.0,16.0,172.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,10.0,2.0,0.0,7.0,0.0,7.0,9.0,6.0,3.0,1.0,0.0,3.0,28.0,87.0,19.0,68.0,39.0,17.0,10.0,1.0,10.0,25.0,0.0,0.0,0.0,3.0,0.0,12.0,161.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,9.0,2.0,0.0,6.0,0.0,6.0,17.0,11.0,6.0,1.0,0.0,0.0,49.0,54.0,18.0,36.0,24.0,10.0,24.0,1.0,6.0,26.0,0.0,4.0,0.0,4.0,0.0,10.0,154.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,10.0,5.0,1.0,4.0,0.0,4.0,12.0,9.0,3.0,9.0,0.0,2.0,43.0,63.0,21.0,42.0,53.0,17.0,20.0,1.0,5.0,23.0,0.0,2.0,1.0,3.0,0.0,17.0,151.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,6.0,0.0,1.0,3.0,0.0,3.0,18.0,10.0,8.0,2.0,0.0,3.0,25.0,63.0,34.0,29.0,44.0,12.0,18.0,1.0,2.0,11.0,0.0,11.0,2.0,3.0,0.0,20.0,133.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,14.0,2.0,0.0,4.0,0.0,4.0,9.0,8.0,1.0,7.0,0.0,2.0,22.0,69.0,43.0,26.0,20.0,10.0,18.0,2.0,5.0,25.0,0.0,2.0,0.0,3.0,0.0,24.0,134.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,7.0,2.0,0.0,3.0,0.0,3.0,13.0,9.0,4.0,2.0,0.0,2.0,22.0,68.0,36.0,32.0,11.0,10.0,4.0,0.0,12.0,25.0,0.0,2.0,0.0,0.0,0.0,23.0,112.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,7.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,43.0,40.0,20.0,20.0,23.0,5.0,9.0,1.0,3.0,21.0,0.0,0.0,0.0,4.0,0.0,0.0,73.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002,8.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,56.0,56.0,35.0,21.0,16.0,5.0,10.0,0.0,2.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,78.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003,6.0,3.0,0.0,5.0,0.0,5.0,1.0,1.0,0.0,4.0,0.0,1.0,41.0,46.0,25.0,21.0,31.0,8.0,8.0,6.0,1.0,14.0,1.0,3.0,0.0,0.0,0.0,6.0,84.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,3.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,35.0,27.0,12.0,15.0,19.0,4.0,5.0,0.0,2.0,17.0,0.0,1.0,0.0,4.0,0.0,25.0,51.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,5.0,2.0,0.0,2.0,0.0,2.0,4.0,2.0,2.0,4.0,0.0,0.0,37.0,50.0,27.0,23.0,19.0,6.0,3.0,7.0,1.0,16.0,1.0,1.0,0.0,3.0,0.0,24.0,58.0
